STR,RES,import,dom,kuro,mark1,mark2,iprice,dprice,kprice
3405,0,0,0,0,0,0,0,0,0
3406,0,1,0,0,0,0,228,0,0
3406,0,0,1,0,0,0,0,298,0
3406,1,0,0,1,1,0,0,0,382
3406,0,0,0,0,0,0,0,0,0
3407,0,1,0,0,0,0,228,0,0
3407,0,0,1,0,0,0,0,128,0
3407,1,0,0,1,0,1,0,0,268
3407,0,0,0,0,0,0,0,0,0
3408,0,1,0,0,0,0,176,0,0
3408,1,0,1,0,0,0,0,264,0
3408,0,0,0,1,1,0,0,0,306
3408,0,0,0,0,0,0,0,0,0
3409,0,1,0,0,0,0,202,0,0
3409,1,0,1,0,0,0,0,162,0
3409,0,0,0,1,1,0,0,0,420
3409,0,0,0,0,0,0,0,0,0
3501,0,1,0,0,0,0,176,0,0
3501,1,0,1,0,0,0,0,298,0
3501,0,0,0,1,0,0,0,0,420
3501,0,0,0,0,0,0,0,0,0
3502,0,1,0,0,0,0,150,0,0
3502,0,0,1,0,0,0,0,196,0
3502,1,0,0,1,0,1,0,0,458
3502,0,0,0,0,0,0,0,0,0
3503,0,1,0,0,0,0,150,0,0
3503,1,0,1,0,0,0,0,264,0
3503,0,0,0,1,0,0,0,0,268
3503,0,0,0,0,0,0,0,0,0
3504,0,1,0,0,0,0,98,0,0
3504,1,0,1,0,0,0,0,196,0
3504,0,0,0,1,0,0,0,0,344
3504,0,0,0,0,0,0,0,0,0
3505,0,1,0,0,0,0,124,0,0
3505,0,0,1,0,0,0,0,230,0
3505,1,0,0,1,0,1,0,0,382
3505,0,0,0,0,0,0,0,0,0
3506,0,1,0,0,0,0,228,0,0
3506,0,0,1,0,0,0,0,298,0
3506,1,0,0,1,1,0,0,0,382
3506,0,0,0,0,0,0,0,0,0
3507,0,1,0,0,0,0,228,0,0
3507,0,0,1,0,0,0,0,128,0
3507,1,0,0,1,0,1,0,0,268
3507,0,0,0,0,0,0,0,0,0
3508,0,1,0,0,0,0,176,0,0
3508,0,0,1,0,0,0,0,264,0
3508,1,0,0,1,1,0,0,0,306
3508,0,0,0,0,0,0,0,0,0
3509,0,1,0,0,0,0,202,0,0
3509,1,0,1,0,0,0,0,162,0
3509,0,0,0,1,1,0,0,0,420
3509,0,0,0,0,0,0,0,0,0
3601,0,1,0,0,0,0,176,0,0
3601,1,0,1,0,0,0,0,298,0
3601,0,0,0,1,0,0,0,0,420
3601,0,0,0,0,0,0,0,0,0
3602,0,1,0,0,0,0,150,0,0
3602,1,0,1,0,0,0,0,196,0
3602,0,0,0,1,0,1,0,0,458
3602,0,0,0,0,0,0,0,0,0
3603,0,1,0,0,0,0,150,0,0
3603,0,0,1,0,0,0,0,264,0
3603,1,0,0,1,0,0,0,0,268
3603,0,0,0,0,0,0,0,0,0
3604,0,1,0,0,0,0,98,0,0
3604,1,0,1,0,0,0,0,196,0
3604,0,0,0,1,0,0,0,0,344
3604,0,0,0,0,0,0,0,0,0
3605,0,1,0,0,0,0,124,0,0
3605,1,0,1,0,0,0,0,230,0
3605,0,0,0,1,0,1,0,0,382
3605,0,0,0,0,0,0,0,0,0
3606,0,1,0,0,0,0,228,0,0
3606,1,0,1,0,0,0,0,298,0
3606,0,0,0,1,1,0,0,0,382
3606,0,0,0,0,0,0,0,0,0
3607,0,1,0,0,0,0,228,0,0
3607,1,0,1,0,0,0,0,128,0
3607,0,0,0,1,0,1,0,0,268
3607,0,0,0,0,0,0,0,0,0
3608,0,1,0,0,0,0,176,0,0
3608,1,0,1,0,0,0,0,264,0
3608,0,0,0,1,1,0,0,0,306
3608,0,0,0,0,0,0,0,0,0
3609,0,1,0,0,0,0,202,0,0
3609,1,0,1,0,0,0,0,162,0
3609,0,0,0,1,1,0,0,0,420
3609,0,0,0,0,0,0,0,0,0
3701,0,1,0,0,0,0,176,0,0
3701,1,0,1,0,0,0,0,298,0
3701,0,0,0,1,0,0,0,0,420
3701,0,0,0,0,0,0,0,0,0
3702,0,1,0,0,0,0,150,0,0
3702,1,0,1,0,0,0,0,196,0
3702,0,0,0,1,0,1,0,0,458
3702,0,0,0,0,0,0,0,0,0
3703,0,1,0,0,0,0,150,0,0
3703,0,0,1,0,0,0,0,264,0
3703,1,0,0,1,0,0,0,0,268
3703,0,0,0,0,0,0,0,0,0
3704,0,1,0,0,0,0,98,0,0
3704,0,0,1,0,0,0,0,196,0
3704,1,0,0,1,0,0,0,0,344
3704,0,0,0,0,0,0,0,0,0
3705,0,1,0,0,0,0,124,0,0
3705,0,0,1,0,0,0,0,230,0
3705,1,0,0,1,0,1,0,0,382
3705,0,0,0,0,0,0,0,0,0
3706,0,1,0,0,0,0,228,0,0
3706,1,0,1,0,0,0,0,298,0
3706,0,0,0,1,1,0,0,0,382
3706,0,0,0,0,0,0,0,0,0
3707,0,1,0,0,0,0,228,0,0
3707,1,0,1,0,0,0,0,128,0
3707,0,0,0,1,0,1,0,0,268
3707,0,0,0,0,0,0,0,0,0
3708,0,1,0,0,0,0,176,0,0
3708,0,0,1,0,0,0,0,264,0
3708,1,0,0,1,1,0,0,0,306
3708,0,0,0,0,0,0,0,0,0
3709,0,1,0,0,0,0,202,0,0
3709,0,0,1,0,0,0,0,162,0
3709,1,0,0,1,1,0,0,0,420
3709,0,0,0,0,0,0,0,0,0
3801,1,1,0,0,0,0,176,0,0
3801,0,0,1,0,0,0,0,298,0
3801,0,0,0,1,0,0,0,0,420
3801,0,0,0,0,0,0,0,0,0
3802,1,1,0,0,0,0,150,0,0
3802,0,0,1,0,0,0,0,196,0
3802,0,0,0,1,0,1,0,0,458
3802,0,0,0,0,0,0,0,0,0
3803,1,1,0,0,0,0,150,0,0
3803,0,0,1,0,0,0,0,264,0
3803,0,0,0,1,0,0,0,0,268
3803,0,0,0,0,0,0,0,0,0
3804,1,1,0,0,0,0,98,0,0
3804,0,0,1,0,0,0,0,196,0
3804,0,0,0,1,0,0,0,0,344
3804,0,0,0,0,0,0,0,0,0
3805,1,1,0,0,0,0,124,0,0
3805,0,0,1,0,0,0,0,230,0
3805,0,0,0,1,0,1,0,0,382
3805,0,0,0,0,0,0,0,0,0
3806,1,1,0,0,0,0,228,0,0
3806,0,0,1,0,0,0,0,298,0
3806,0,0,0,1,1,0,0,0,382
3806,0,0,0,0,0,0,0,0,0
3807,1,1,0,0,0,0,228,0,0
3807,0,0,1,0,0,0,0,128,0
3807,0,0,0,1,0,1,0,0,268
3807,0,0,0,0,0,0,0,0,0
3808,1,1,0,0,0,0,176,0,0
3808,0,0,1,0,0,0,0,264,0
3808,0,0,0,1,1,0,0,0,306
3808,0,0,0,0,0,0,0,0,0
3809,0,1,0,0,0,0,202,0,0
3809,1,0,1,0,0,0,0,162,0
3809,0,0,0,1,1,0,0,0,420
3809,0,0,0,0,0,0,0,0,0
3901,0,1,0,0,0,0,176,0,0
3901,1,0,1,0,0,0,0,298,0
3901,0,0,0,1,0,0,0,0,420
3901,0,0,0,0,0,0,0,0,0
3902,0,1,0,0,0,0,150,0,0
3902,0,0,1,0,0,0,0,196,0
3902,1,0,0,1,0,1,0,0,458
3902,0,0,0,0,0,0,0,0,0
3903,0,1,0,0,0,0,150,0,0
3903,0,0,1,0,0,0,0,264,0
3903,0,0,0,1,0,0,0,0,268
3903,1,0,0,0,0,0,0,0,0
3904,0,1,0,0,0,0,98,0,0
3904,1,0,1,0,0,0,0,196,0
3904,0,0,0,1,0,0,0,0,344
3904,0,0,0,0,0,0,0,0,0
3905,0,1,0,0,0,0,124,0,0
3905,0,0,1,0,0,0,0,230,0
3905,1,0,0,1,0,1,0,0,382
3905,0,0,0,0,0,0,0,0,0
3906,0,1,0,0,0,0,228,0,0
3906,1,0,1,0,0,0,0,298,0
3906,0,0,0,1,1,0,0,0,382
3906,0,0,0,0,0,0,0,0,0
3907,0,1,0,0,0,0,228,0,0
3907,0,0,1,0,0,0,0,128,0
3907,1,0,0,1,0,1,0,0,268
3907,0,0,0,0,0,0,0,0,0
3908,0,1,0,0,0,0,176,0,0
3908,1,0,1,0,0,0,0,264,0
3908,0,0,0,1,1,0,0,0,306
3908,0,0,0,0,0,0,0,0,0
3909,0,1,0,0,0,0,202,0,0
3909,1,0,1,0,0,0,0,162,0
3909,0,0,0,1,1,0,0,0,420
3909,0,0,0,0,0,0,0,0,0
4001,1,1,0,0,0,0,176,0,0
4001,0,0,1,0,0,0,0,298,0
4001,0,0,0,1,0,0,0,0,420
4001,0,0,0,0,0,0,0,0,0
4002,1,1,0,0,0,0,150,0,0
4002,0,0,1,0,0,0,0,196,0
4002,0,0,0,1,0,1,0,0,458
4002,0,0,0,0,0,0,0,0,0
4003,1,1,0,0,0,0,150,0,0
4003,0,0,1,0,0,0,0,264,0
4003,0,0,0,1,0,0,0,0,268
4003,0,0,0,0,0,0,0,0,0
4004,1,1,0,0,0,0,98,0,0
4004,0,0,1,0,0,0,0,196,0
4004,0,0,0,1,0,0,0,0,344
4004,0,0,0,0,0,0,0,0,0
4005,1,1,0,0,0,0,124,0,0
4005,0,0,1,0,0,0,0,230,0
4005,0,0,0,1,0,1,0,0,382
4005,0,0,0,0,0,0,0,0,0
4006,1,1,0,0,0,0,228,0,0
4006,0,0,1,0,0,0,0,298,0
4006,0,0,0,1,1,0,0,0,382
4006,0,0,0,0,0,0,0,0,0
4007,0,1,0,0,0,0,228,0,0
4007,1,0,1,0,0,0,0,128,0
4007,0,0,0,1,0,1,0,0,268
4007,0,0,0,0,0,0,0,0,0
4008,1,1,0,0,0,0,176,0,0
4008,0,0,1,0,0,0,0,264,0
4008,0,0,0,1,1,0,0,0,306
4008,0,0,0,0,0,0,0,0,0
4009,0,1,0,0,0,0,202,0,0
4009,1,0,1,0,0,0,0,162,0
4009,0,0,0,1,1,0,0,0,420
4009,0,0,0,0,0,0,0,0,0
4101,0,1,0,0,0,0,176,0,0
4101,1,0,1,0,0,0,0,298,0
4101,0,0,0,1,0,0,0,0,420
4101,0,0,0,0,0,0,0,0,0
4102,0,1,0,0,0,0,150,0,0
4102,1,0,1,0,0,0,0,196,0
4102,0,0,0,1,0,1,0,0,458
4102,0,0,0,0,0,0,0,0,0
4103,0,1,0,0,0,0,150,0,0
4103,1,0,1,0,0,0,0,264,0
4103,0,0,0,1,0,0,0,0,268
4103,0,0,0,0,0,0,0,0,0
4104,0,1,0,0,0,0,98,0,0
4104,1,0,1,0,0,0,0,196,0
4104,0,0,0,1,0,0,0,0,344
4104,0,0,0,0,0,0,0,0,0
4105,0,1,0,0,0,0,124,0,0
4105,1,0,1,0,0,0,0,230,0
4105,0,0,0,1,0,1,0,0,382
4105,0,0,0,0,0,0,0,0,0
4106,0,1,0,0,0,0,228,0,0
4106,0,0,1,0,0,0,0,298,0
4106,0,0,0,1,1,0,0,0,382
4106,1,0,0,0,0,0,0,0,0
4107,0,1,0,0,0,0,228,0,0
4107,1,0,1,0,0,0,0,128,0
4107,0,0,0,1,0,1,0,0,268
4107,0,0,0,0,0,0,0,0,0
4108,0,1,0,0,0,0,176,0,0
4108,0,0,1,0,0,0,0,264,0
4108,0,0,0,1,1,0,0,0,306
4108,1,0,0,0,0,0,0,0,0
4109,0,1,0,0,0,0,202,0,0
4109,1,0,1,0,0,0,0,162,0
4109,0,0,0,1,1,0,0,0,420
4109,0,0,0,0,0,0,0,0,0
4201,0,1,0,0,0,0,176,0,0
4201,1,0,1,0,0,0,0,298,0
4201,0,0,0,1,0,0,0,0,420
4201,0,0,0,0,0,0,0,0,0
4202,0,1,0,0,0,0,150,0,0
4202,1,0,1,0,0,0,0,196,0
4202,0,0,0,1,0,1,0,0,458
4202,0,0,0,0,0,0,0,0,0
4203,0,1,0,0,0,0,150,0,0
4203,1,0,1,0,0,0,0,264,0
4203,0,0,0,1,0,0,0,0,268
4203,0,0,0,0,0,0,0,0,0
4204,0,1,0,0,0,0,98,0,0
4204,1,0,1,0,0,0,0,196,0
4204,0,0,0,1,0,0,0,0,344
4204,0,0,0,0,0,0,0,0,0
4205,0,1,0,0,0,0,124,0,0
4205,1,0,1,0,0,0,0,230,0
4205,0,0,0,1,0,1,0,0,382
4205,0,0,0,0,0,0,0,0,0
4206,0,1,0,0,0,0,228,0,0
4206,1,0,1,0,0,0,0,298,0
4206,0,0,0,1,1,0,0,0,382
4206,0,0,0,0,0,0,0,0,0
4207,0,1,0,0,0,0,228,0,0
4207,1,0,1,0,0,0,0,128,0
4207,0,0,0,1,0,1,0,0,268
4207,0,0,0,0,0,0,0,0,0
4208,0,1,0,0,0,0,176,0,0
4208,1,0,1,0,0,0,0,264,0
4208,0,0,0,1,1,0,0,0,306
4208,0,0,0,0,0,0,0,0,0
4209,0,1,0,0,0,0,202,0,0
4209,1,0,1,0,0,0,0,162,0
4209,0,0,0,1,1,0,0,0,420
4209,0,0,0,0,0,0,0,0,0
4301,1,1,0,0,0,0,176,0,0
4301,0,0,1,0,0,0,0,298,0
4301,0,0,0,1,0,0,0,0,420
4301,0,0,0,0,0,0,0,0,0
4302,0,1,0,0,0,0,150,0,0
4302,1,0,1,0,0,0,0,196,0
4302,0,0,0,1,0,1,0,0,458
4302,0,0,0,0,0,0,0,0,0
4303,0,1,0,0,0,0,150,0,0
4303,1,0,1,0,0,0,0,264,0
4303,0,0,0,1,0,0,0,0,268
4303,0,0,0,0,0,0,0,0,0
4304,0,1,0,0,0,0,98,0,0
4304,1,0,1,0,0,0,0,196,0
4304,0,0,0,1,0,0,0,0,344
4304,0,0,0,0,0,0,0,0,0
4305,0,1,0,0,0,0,124,0,0
4305,1,0,1,0,0,0,0,230,0
4305,0,0,0,1,0,1,0,0,382
4305,0,0,0,0,0,0,0,0,0
4306,0,1,0,0,0,0,228,0,0
4306,0,0,1,0,0,0,0,298,0
4306,1,0,0,1,1,0,0,0,382
4306,0,0,0,0,0,0,0,0,0
4307,0,1,0,0,0,0,228,0,0
4307,0,0,1,0,0,0,0,128,0
4307,1,0,0,1,0,1,0,0,268
4307,0,0,0,0,0,0,0,0,0
4308,0,1,0,0,0,0,176,0,0
4308,1,0,1,0,0,0,0,264,0
4308,0,0,0,1,1,0,0,0,306
4308,0,0,0,0,0,0,0,0,0
4309,0,1,0,0,0,0,202,0,0
4309,0,0,1,0,0,0,0,162,0
4309,1,0,0,1,1,0,0,0,420
4309,0,0,0,0,0,0,0,0,0
4401,0,1,0,0,0,0,176,0,0
4401,0,0,1,0,0,0,0,298,0
4401,1,0,0,1,0,0,0,0,420
4401,0,0,0,0,0,0,0,0,0
4402,0,1,0,0,0,0,150,0,0
4402,0,0,1,0,0,0,0,196,0
4402,1,0,0,1,0,1,0,0,458
4402,0,0,0,0,0,0,0,0,0
4403,0,1,0,0,0,0,150,0,0
4403,0,0,1,0,0,0,0,264,0
4403,1,0,0,1,0,0,0,0,268
4403,0,0,0,0,0,0,0,0,0
4404,0,1,0,0,0,0,98,0,0
4404,0,0,1,0,0,0,0,196,0
4404,1,0,0,1,0,0,0,0,344
4404,0,0,0,0,0,0,0,0,0
4405,0,1,0,0,0,0,124,0,0
4405,0,0,1,0,0,0,0,230,0
4405,1,0,0,1,0,1,0,0,382
4405,0,0,0,0,0,0,0,0,0
4406,0,1,0,0,0,0,228,0,0
4406,0,0,1,0,0,0,0,298,0
4406,1,0,0,1,1,0,0,0,382
4406,0,0,0,0,0,0,0,0,0
4407,0,1,0,0,0,0,228,0,0
4407,0,0,1,0,0,0,0,128,0
4407,1,0,0,1,0,1,0,0,268
4407,0,0,0,0,0,0,0,0,0
4408,0,1,0,0,0,0,176,0,0
4408,0,0,1,0,0,0,0,264,0
4408,1,0,0,1,1,0,0,0,306
4408,0,0,0,0,0,0,0,0,0
4409,0,1,0,0,0,0,202,0,0
4409,0,0,1,0,0,0,0,162,0
4409,1,0,0,1,1,0,0,0,420
4409,0,0,0,0,0,0,0,0,0
4501,0,1,0,0,0,0,176,0,0
4501,1,0,1,0,0,0,0,298,0
4501,0,0,0,1,0,0,0,0,420
4501,0,0,0,0,0,0,0,0,0
4502,0,1,0,0,0,0,150,0,0
4502,1,0,1,0,0,0,0,196,0
4502,0,0,0,1,0,1,0,0,458
4502,0,0,0,0,0,0,0,0,0
4503,1,1,0,0,0,0,150,0,0
4503,0,0,1,0,0,0,0,264,0
4503,0,0,0,1,0,0,0,0,268
4503,0,0,0,0,0,0,0,0,0
4504,1,1,0,0,0,0,98,0,0
4504,0,0,1,0,0,0,0,196,0
4504,0,0,0,1,0,0,0,0,344
4504,0,0,0,0,0,0,0,0,0
4505,1,1,0,0,0,0,124,0,0
4505,0,0,1,0,0,0,0,230,0
4505,0,0,0,1,0,1,0,0,382
4505,0,0,0,0,0,0,0,0,0
4506,1,1,0,0,0,0,228,0,0
4506,0,0,1,0,0,0,0,298,0
4506,0,0,0,1,1,0,0,0,382
4506,0,0,0,0,0,0,0,0,0
4507,1,1,0,0,0,0,228,0,0
4507,0,0,1,0,0,0,0,128,0
4507,0,0,0,1,0,1,0,0,268
4507,0,0,0,0,0,0,0,0,0
4508,1,1,0,0,0,0,176,0,0
4508,0,0,1,0,0,0,0,264,0
4508,0,0,0,1,1,0,0,0,306
4508,0,0,0,0,0,0,0,0,0
4509,1,1,0,0,0,0,202,0,0
4509,0,0,1,0,0,0,0,162,0
4509,0,0,0,1,1,0,0,0,420
4509,0,0,0,0,0,0,0,0,0
4601,0,1,0,0,0,0,176,0,0
4601,1,0,1,0,0,0,0,298,0
4601,0,0,0,1,0,0,0,0,420
4601,0,0,0,0,0,0,0,0,0
4602,0,1,0,0,0,0,150,0,0
4602,1,0,1,0,0,0,0,196,0
4602,0,0,0,1,0,1,0,0,458
4602,0,0,0,0,0,0,0,0,0
4603,0,1,0,0,0,0,150,0,0
4603,1,0,1,0,0,0,0,264,0
4603,0,0,0,1,0,0,0,0,268
4603,0,0,0,0,0,0,0,0,0
4604,0,1,0,0,0,0,98,0,0
4604,1,0,1,0,0,0,0,196,0
4604,0,0,0,1,0,0,0,0,344
4604,0,0,0,0,0,0,0,0,0
4605,0,1,0,0,0,0,124,0,0
4605,1,0,1,0,0,0,0,230,0
4605,0,0,0,1,0,1,0,0,382
4605,0,0,0,0,0,0,0,0,0
4606,0,1,0,0,0,0,228,0,0
4606,1,0,1,0,0,0,0,298,0
4606,0,0,0,1,1,0,0,0,382
4606,0,0,0,0,0,0,0,0,0
4607,0,1,0,0,0,0,228,0,0
4607,1,0,1,0,0,0,0,128,0
4607,0,0,0,1,0,1,0,0,268
4607,0,0,0,0,0,0,0,0,0
4608,0,1,0,0,0,0,176,0,0
4608,1,0,1,0,0,0,0,264,0
4608,0,0,0,1,1,0,0,0,306
4608,0,0,0,0,0,0,0,0,0
4609,0,1,0,0,0,0,202,0,0
4609,1,0,1,0,0,0,0,162,0
4609,0,0,0,1,1,0,0,0,420
4609,0,0,0,0,0,0,0,0,0
4701,0,1,0,0,0,0,176,0,0
4701,0,0,1,0,0,0,0,298,0
4701,1,0,0,1,0,0,0,0,420
4701,0,0,0,0,0,0,0,0,0
4702,0,1,0,0,0,0,150,0,0
4702,0,0,1,0,0,0,0,196,0
4702,1,0,0,1,0,1,0,0,458
4702,0,0,0,0,0,0,0,0,0
4703,0,1,0,0,0,0,150,0,0
4703,0,0,1,0,0,0,0,264,0
4703,1,0,0,1,0,0,0,0,268
4703,0,0,0,0,0,0,0,0,0
4704,0,1,0,0,0,0,98,0,0
4704,0,0,1,0,0,0,0,196,0
4704,1,0,0,1,0,0,0,0,344
4704,0,0,0,0,0,0,0,0,0
4705,0,1,0,0,0,0,124,0,0
4705,0,0,1,0,0,0,0,230,0
4705,1,0,0,1,0,1,0,0,382
4705,0,0,0,0,0,0,0,0,0
4706,0,1,0,0,0,0,228,0,0
4706,0,0,1,0,0,0,0,298,0
4706,1,0,0,1,1,0,0,0,382
4706,0,0,0,0,0,0,0,0,0
4707,0,1,0,0,0,0,228,0,0
4707,0,0,1,0,0,0,0,128,0
4707,1,0,0,1,0,1,0,0,268
4707,0,0,0,0,0,0,0,0,0
4708,0,1,0,0,0,0,176,0,0
4708,0,0,1,0,0,0,0,264,0
4708,1,0,0,1,1,0,0,0,306
4708,0,0,0,0,0,0,0,0,0
4709,0,1,0,0,0,0,202,0,0
4709,0,0,1,0,0,0,0,162,0
4709,1,0,0,1,1,0,0,0,420
4709,0,0,0,0,0,0,0,0,0
4801,0,1,0,0,0,0,176,0,0
4801,1,0,1,0,0,0,0,298,0
4801,0,0,0,1,0,0,0,0,420
4801,0,0,0,0,0,0,0,0,0
4802,0,1,0,0,0,0,150,0,0
4802,1,0,1,0,0,0,0,196,0
4802,0,0,0,1,0,1,0,0,458
4802,0,0,0,0,0,0,0,0,0
4803,0,1,0,0,0,0,150,0,0
4803,0,0,1,0,0,0,0,264,0
4803,1,0,0,1,0,0,0,0,268
4803,0,0,0,0,0,0,0,0,0
4804,0,1,0,0,0,0,98,0,0
4804,1,0,1,0,0,0,0,196,0
4804,0,0,0,1,0,0,0,0,344
4804,0,0,0,0,0,0,0,0,0
4805,0,1,0,0,0,0,124,0,0
4805,1,0,1,0,0,0,0,230,0
4805,0,0,0,1,0,1,0,0,382
4805,0,0,0,0,0,0,0,0,0
4806,0,1,0,0,0,0,228,0,0
4806,1,0,1,0,0,0,0,298,0
4806,0,0,0,1,1,0,0,0,382
4806,0,0,0,0,0,0,0,0,0
4807,0,1,0,0,0,0,228,0,0
4807,1,0,1,0,0,0,0,128,0
4807,0,0,0,1,0,1,0,0,268
4807,0,0,0,0,0,0,0,0,0
4808,0,1,0,0,0,0,176,0,0
4808,1,0,1,0,0,0,0,264,0
4808,0,0,0,1,1,0,0,0,306
4808,0,0,0,0,0,0,0,0,0
4809,0,1,0,0,0,0,202,0,0
4809,1,0,1,0,0,0,0,162,0
4809,0,0,0,1,1,0,0,0,420
4809,0,0,0,0,0,0,0,0,0
4901,0,1,0,0,0,0,176,0,0
4901,1,0,1,0,0,0,0,298,0
4901,0,0,0,1,0,0,0,0,420
4901,0,0,0,0,0,0,0,0,0
4902,0,1,0,0,0,0,150,0,0
4902,1,0,1,0,0,0,0,196,0
4902,0,0,0,1,0,1,0,0,458
4902,0,0,0,0,0,0,0,0,0
4903,0,1,0,0,0,0,150,0,0
4903,1,0,1,0,0,0,0,264,0
4903,0,0,0,1,0,0,0,0,268
4903,0,0,0,0,0,0,0,0,0
4904,0,1,0,0,0,0,98,0,0
4904,1,0,1,0,0,0,0,196,0
4904,0,0,0,1,0,0,0,0,344
4904,0,0,0,0,0,0,0,0,0
4905,0,1,0,0,0,0,124,0,0
4905,1,0,1,0,0,0,0,230,0
4905,0,0,0,1,0,1,0,0,382
4905,0,0,0,0,0,0,0,0,0
4906,0,1,0,0,0,0,228,0,0
4906,1,0,1,0,0,0,0,298,0
4906,0,0,0,1,1,0,0,0,382
4906,0,0,0,0,0,0,0,0,0
4907,0,1,0,0,0,0,228,0,0
4907,1,0,1,0,0,0,0,128,0
4907,0,0,0,1,0,1,0,0,268
4907,0,0,0,0,0,0,0,0,0
4908,0,1,0,0,0,0,176,0,0
4908,1,0,1,0,0,0,0,264,0
4908,0,0,0,1,1,0,0,0,306
4908,0,0,0,0,0,0,0,0,0
4909,0,1,0,0,0,0,202,0,0
4909,1,0,1,0,0,0,0,162,0
4909,0,0,0,1,1,0,0,0,420
4909,0,0,0,0,0,0,0,0,0
5001,0,1,0,0,0,0,176,0,0
5001,1,0,1,0,0,0,0,298,0
5001,0,0,0,1,0,0,0,0,420
5001,0,0,0,0,0,0,0,0,0
5002,0,1,0,0,0,0,150,0,0
5002,1,0,1,0,0,0,0,196,0
5002,0,0,0,1,0,1,0,0,458
5002,0,0,0,0,0,0,0,0,0
5003,0,1,0,0,0,0,150,0,0
5003,0,0,1,0,0,0,0,264,0
5003,1,0,0,1,0,0,0,0,268
5003,0,0,0,0,0,0,0,0,0
5004,0,1,0,0,0,0,98,0,0
5004,0,0,1,0,0,0,0,196,0
5004,1,0,0,1,0,0,0,0,344
5004,0,0,0,0,0,0,0,0,0
5005,0,1,0,0,0,0,124,0,0
5005,0,0,1,0,0,0,0,230,0
5005,1,0,0,1,0,1,0,0,382
5005,0,0,0,0,0,0,0,0,0
5006,0,1,0,0,0,0,228,0,0
5006,0,0,1,0,0,0,0,298,0
5006,1,0,0,1,1,0,0,0,382
5006,0,0,0,0,0,0,0,0,0
5007,0,1,0,0,0,0,228,0,0
5007,0,0,1,0,0,0,0,128,0
5007,1,0,0,1,0,1,0,0,268
5007,0,0,0,0,0,0,0,0,0
5008,0,1,0,0,0,0,176,0,0
5008,0,0,1,0,0,0,0,264,0
5008,1,0,0,1,1,0,0,0,306
5008,0,0,0,0,0,0,0,0,0
5009,0,1,0,0,0,0,202,0,0
5009,1,0,1,0,0,0,0,162,0
5009,0,0,0,1,1,0,0,0,420
5009,0,0,0,0,0,0,0,0,0
5101,0,1,0,0,0,0,202,0,0
5101,1,0,1,0,0,0,0,196,0
5101,0,0,0,1,1,0,0,0,268
5101,0,0,0,0,0,0,0,0,0
5102,0,1,0,0,0,0,228,0,0
